Sum Sq,Mean Sq,NumDF,DenDF,F value,Pr(>F),model
8.29130628899124e-4,8.29130628899124e-4,1,44.000000002244,1.460852989351122,0.23324989738724455,`Average Ray Floret Area (ARA)(cm2)` ~ CO2 * Temperature * Drought +      (1 | `Plot No.`)
3.220763569866232e-5,3.220763569866232e-5,1,44.00000000042654,0.05674693377664035,0.8128193764778712,`Average Ray Floret Area (ARA)(cm2)` ~ CO2 * Temperature * Drought +      (1 | `Plot No.`)
0.00234055287762,0.00234055287762,1,43.99999999943259,4.123841948216759,0.04835301496598082,`Average Ray Floret Area (ARA)(cm2)` ~ CO2 * Temperature * Drought +      (1 | `Plot No.`)
1.152830169341372e-5,1.152830169341372e-5,1,44.00000000042903,0.02031182229189365,0.8873202716773358,`Average Ray Floret Area (ARA)(cm2)` ~ CO2 * Temperature * Drought +      (1 | `Plot No.`)
4.142600914845117e-5,4.142600914845117e-5,1,43.999999999973255,0.07298887194862588,0.7882968550415242,`Average Ray Floret Area (ARA)(cm2)` ~ CO2 * Temperature * Drought +      (1 | `Plot No.`)
NA,NA,NA,NA,NA,NA,`Average Ray Floret Area (ARA)(cm2)` ~ CO2 * Temperature * Drought +      (1 | `Plot No.`)
NA,NA,NA,NA,NA,NA,`Average Ray Floret Area (ARA)(cm2)` ~ CO2 * Temperature * Drought +      (1 | `Plot No.`)
0.43642705624182154,0.43642705624182154,1,44.000000000199016,0.00776665990482865,0.9301743118932524,`sqrt_Specific Petal Area (SPA)(cm2/g)` ~ CO2 * Temperature *      Drought + (1 | `Plot No.`)
183.58433345553175,183.58433345553175,1,43.999999999673776,3.2670684858129517,0.07752346016347202,`sqrt_Specific Petal Area (SPA)(cm2/g)` ~ CO2 * Temperature *      Drought + (1 | `Plot No.`)
105.35013509674496,105.35013509674496,1,43.99999999943029,1.874811972635356,0.17787394766174122,`sqrt_Specific Petal Area (SPA)(cm2/g)` ~ CO2 * Temperature *      Drought + (1 | `Plot No.`)
184.23309297709608,184.23309297709608,1,43.99999999956915,3.2786138162225713,0.07701960054363352,`sqrt_Specific Petal Area (SPA)(cm2/g)` ~ CO2 * Temperature *      Drought + (1 | `Plot No.`)
68.63110878223027,68.63110878223027,1,43.99999999943032,1.221359842794738,0.2751005889679221,`sqrt_Specific Petal Area (SPA)(cm2/g)` ~ CO2 * Temperature *      Drought + (1 | `Plot No.`)
NA,NA,NA,NA,NA,NA,`sqrt_Specific Petal Area (SPA)(cm2/g)` ~ CO2 * Temperature *      Drought + (1 | `Plot No.`)
NA,NA,NA,NA,NA,NA,`sqrt_Specific Petal Area (SPA)(cm2/g)` ~ CO2 * Temperature *      Drought + (1 | `Plot No.`)
0.0012641285076197,0.0012641285076197,1,16.45131817448283,0.7962643141187188,0.3850792993299147,`sqrt_Petal Dry Matter Content (PDMC)(g/g)` ~ CO2 * Temperature *      Drought + (1 | `Plot No.`)
0.00488543832316454,0.00488543832316454,1,15.882625435709144,3.077298053256313,0.09866273144281844,`sqrt_Petal Dry Matter Content (PDMC)(g/g)` ~ CO2 * Temperature *      Drought + (1 | `Plot No.`)
0.00317995668716613,0.00317995668716613,1,16.02063535752716,2.003028976224405,0.17613012007911802,`sqrt_Petal Dry Matter Content (PDMC)(g/g)` ~ CO2 * Temperature *      Drought + (1 | `Plot No.`)
0.00457674079192357,0.00457674079192357,1,15.882625434571294,2.882851977163483,0.10903007387079784,`sqrt_Petal Dry Matter Content (PDMC)(g/g)` ~ CO2 * Temperature *      Drought + (1 | `Plot No.`)
0.00329891886172678,0.00329891886172678,1,16.020635359758252,2.0779622870085803,0.16870129806695056,`sqrt_Petal Dry Matter Content (PDMC)(g/g)` ~ CO2 * Temperature *      Drought + (1 | `Plot No.`)
