Sum Sq,Mean Sq,NumDF,DenDF,F value,Pr(>F),model
0.006185458906173,0.006185458906173,1,21.486612024341586,0.23099681888389373,0.6356431308810531,`Display Area (DA)(cm2)` ~ CO2 * Temperature * Drought + (1 |      `Plot No.`)
0.34704724770294526,0.34704724770294526,1,21.076542468330068,12.960527494861472,0.00167579669743465,`Display Area (DA)(cm2)` ~ CO2 * Temperature * Drought + (1 |      `Plot No.`)
0.00169060516657805,0.00169060516657805,1,21.90330336257494,0.06313588391614192,0.8039488231936949,`Display Area (DA)(cm2)` ~ CO2 * Temperature * Drought + (1 |      `Plot No.`)
0.05597218364253626,0.05597218364253626,1,21.076542465040905,2.090288944367186,0.16294486684837084,`Display Area (DA)(cm2)` ~ CO2 * Temperature * Drought + (1 |      `Plot No.`)
0.14325450737353926,0.14325450737353926,1,21.90330336256848,5.349859403486156,0.0305056271982325,`Display Area (DA)(cm2)` ~ CO2 * Temperature * Drought + (1 |      `Plot No.`)
NA,NA,NA,NA,NA,NA,`Display Area (DA)(cm2)` ~ CO2 * Temperature * Drought + (1 |      `Plot No.`)
NA,NA,NA,NA,NA,NA,`Display Area (DA)(cm2)` ~ CO2 * Temperature * Drought + (1 |      `Plot No.`)
0.01579421424927631,0.01579421424927631,1,24.91745601508217,0.6352679807349546,0.4329591116951811,`log_Specific Standard Petal Area (SSA)(cm2/g)` ~ CO2 * Temperature *      Drought + (1 | `Plot No.`)
0.02124948537623251,0.02124948537623251,1,24.042960907600477,0.8546875111077272,0.3644160209385752,`log_Specific Standard Petal Area (SSA)(cm2/g)` ~ CO2 * Temperature *      Drought + (1 | `Plot No.`)
0.00637525227099949,0.00637525227099949,1,25.91522921395642,0.2564226097578326,0.6168697504397872,`log_Specific Standard Petal Area (SSA)(cm2/g)` ~ CO2 * Temperature *      Drought + (1 | `Plot No.`)
0.00480909870075225,0.00480909870075225,1,24.04296090865415,0.19342946553494783,0.6640056379553477,`log_Specific Standard Petal Area (SSA)(cm2/g)` ~ CO2 * Temperature *      Drought + (1 | `Plot No.`)
0.05060321436025743,0.05060321436025743,1,25.915229212934964,2.0353403656539446,0.1656172875196959,`log_Specific Standard Petal Area (SSA)(cm2/g)` ~ CO2 * Temperature *      Drought + (1 | `Plot No.`)
NA,NA,NA,NA,NA,NA,`log_Specific Standard Petal Area (SSA)(cm2/g)` ~ CO2 * Temperature *      Drought + (1 | `Plot No.`)
NA,NA,NA,NA,NA,NA,`log_Specific Standard Petal Area (SSA)(cm2/g)` ~ CO2 * Temperature *      Drought + (1 | `Plot No.`)
0.01655806740674531,0.01655806740674531,1,24.75622186424479,0.5156263170090506,0.4794356798277159,`log_Specific Wing 1 Petal Area (SW1A)(cm2/g)` ~ CO2 * Temperature *      Drought + (1 | `Plot No.`)
9.739349507262124e-4,9.739349507262124e-4,1,23.681092899938253,0.03032881068262656,0.8632264862898529,`log_Specific Wing 1 Petal Area (SW1A)(cm2/g)` ~ CO2 * Temperature *      Drought + (1 | `Plot No.`)
5.516663668921807e-4,5.516663668921807e-4,1,25.99572253302092,0.01717916046545987,0.8967295785096926,`log_Specific Wing 1 Petal Area (SW1A)(cm2/g)` ~ CO2 * Temperature *      Drought + (1 | `Plot No.`)
0.05718601930208243,0.05718601930208243,1,23.68109289932889,1.7808006087189363,0.1947414864523516,`log_Specific Wing 1 Petal Area (SW1A)(cm2/g)` ~ CO2 * Temperature *      Drought + (1 | `Plot No.`)
0.01408242117174605,0.01408242117174605,1,25.99572253038137,0.43853348250047886,0.5136596003455275,`log_Specific Wing 1 Petal Area (SW1A)(cm2/g)` ~ CO2 * Temperature *      Drought + (1 | `Plot No.`)
NA,NA,NA,NA,NA,NA,`log_Specific Wing 1 Petal Area (SW1A)(cm2/g)` ~ CO2 * Temperature *      Drought + (1 | `Plot No.`)
NA,NA,NA,NA,NA,NA,`log_Specific Wing 1 Petal Area (SW1A)(cm2/g)` ~ CO2 * Temperature *      Drought + (1 | `Plot No.`)
3471.018156039112,3471.018156039112,1,25.27477641288939,0.11178497210713548,0.7408796158242058,`Specific Wing 2 Petal Area (SW2A)(cm2/g)` ~ CO2 * Temperature *      Drought + (1 | `Plot No.`)
44.62008678266341,44.62008678266341,1,24.09322491459461,0.00143700059526908,0.9700735561784556,`Specific Wing 2 Petal Area (SW2A)(cm2/g)` ~ CO2 * Temperature *      Drought + (1 | `Plot No.`)
65846.63423795604,65846.63423795604,1,27.006460112453567,2.1206066464481284,0.15685737539848196,`Specific Wing 2 Petal Area (SW2A)(cm2/g)` ~ CO2 * Temperature *      Drought + (1 | `Plot No.`)
73562.62550101113,73562.62550101113,1,24.09322491309084,2.369101995462314,0.13678983905845904,`Specific Wing 2 Petal Area (SW2A)(cm2/g)` ~ CO2 * Temperature *      Drought + (1 | `Plot No.`)
44454.109577537376,44454.109577537376,1,27.00646010713255,1.4316552595746677,0.24189344148097777,`Specific Wing 2 Petal Area (SW2A)(cm2/g)` ~ CO2 * Temperature *      Drought + (1 | `Plot No.`)
NA,NA,NA,NA,NA,NA,`Specific Wing 2 Petal Area (SW2A)(cm2/g)` ~ CO2 * Temperature *      Drought + (1 | `Plot No.`)
NA,NA,NA,NA,NA,NA,`Specific Wing 2 Petal Area (SW2A)(cm2/g)` ~ CO2 * Temperature *      Drought + (1 | `Plot No.`)
5.230281969822366,5.230281969822366,1,28.532574181819292,0.4420581798200329,0.5114693243348385,`sqrt_Specific Keel Petal Area (SKA)(cm2/g)` ~ CO2 * Temperature *      Drought + (1 | `Plot No.`)
9.69168664618214,9.69168664618214,1,26.73087232322067,0.8191316229061552,0.3735197167887371,`sqrt_Specific Keel Petal Area (SKA)(cm2/g)` ~ CO2 * Temperature *      Drought + (1 | `Plot No.`)
22.892359420035543,22.892359420035543,1,30.238707606542594,1.934839229585664,0.17438144007590758,`sqrt_Specific Keel Petal Area (SKA)(cm2/g)` ~ CO2 * Temperature *      Drought + (1 | `Plot No.`)
0.15094464250649658,0.15094464250649658,1,26.73087235367453,0.01275768960545614,0.9109142387248448,`sqrt_Specific Keel Petal Area (SKA)(cm2/g)` ~ CO2 * Temperature *      Drought + (1 | `Plot No.`)
3.6357911440425528,3.6357911440425528,1,30.23870759587062,0.3072934164189683,0.5834227813569038,`sqrt_Specific Keel Petal Area (SKA)(cm2/g)` ~ CO2 * Temperature *      Drought + (1 | `Plot No.`)
NA,NA,NA,NA,NA,NA,`sqrt_Specific Keel Petal Area (SKA)(cm2/g)` ~ CO2 * Temperature *      Drought + (1 | `Plot No.`)
NA,NA,NA,NA,NA,NA,`sqrt_Specific Keel Petal Area (SKA)(cm2/g)` ~ CO2 * Temperature *      Drought + (1 | `Plot No.`)
0.8398109938721182,0.8398109938721182,1,25.893730909294444,0.21595700130905543,0.6460219654936037,`sqrt_Specific Petal Area (SPA)(cm2/g)` ~ CO2 * Temperature *      Drought + (1 | `Plot No.`)
